storageLocation,category,family,itemColorKey,itemModel,color,size,ItemSKUKey,retailFP,outletFP,outletDiscount,currentOutletPrice,sumofTotalStock
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GE15KP001,REGULAR FIT JACKET NOTCH LAPEL,BLACK,56,BM30GE15KP00156,"$3,050.00","$1,525.00",20%,"$1,220.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GG15HK021,JACKET SHAWL LAPEL DOUBLE BREASTED,DARK GREY,50,BM30GG15HK02150,"$3,750.00","$1,875.00",20%,"$1,500.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GH15KQ403,ZIPPED POCKET JACKET,NIGHT BLUE,46,BM30GH15KQ40346,"$2,200.00","$1,100.00",0%,"$1,100.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GH15KQ403,ZIPPED POCKET JACKET,NIGHT BLUE,52,BM30GH15KQ40352,"$2,200.00","$1,100.00",0%,"$1,100.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GH15KQ403,ZIPPED POCKET JACKET,NIGHT BLUE,54,BM30GH15KQ40354,"$2,200.00","$1,100.00",0%,"$1,100.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GN15M3913,UNCONSTRUCTED JACKET W/ NOTCH LAPEL,TAN,46,BM30GN15M391346,"$2,700.00","$1,350.00",0%,"$1,350.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GN15M3913,UNCONSTRUCTED JACKET W/ NOTCH LAPEL,TAN,48,BM30GN15M391348,"$2,700.00","$1,350.00",0%,"$1,350.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GN15M3913,UNCONSTRUCTED JACKET W/ NOTCH LAPEL,TAN,50,BM30GN15M391350,"$2,700.00","$1,350.00",0%,"$1,350.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GN15M3913,UNCONSTRUCTED JACKET W/ NOTCH LAPEL,TAN,52,BM30GN15M391352,"$2,700.00","$1,350.00",0%,"$1,350.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GN15M3913,UNCONSTRUCTED JACKET W/ NOTCH LAPEL,TAN,54,BM30GN15M391354,"$2,700.00","$1,350.00",0%,"$1,350.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GN15M3913,UNCONSTRUCTED JACKET W/ NOTCH LAPEL,TAN,56,BM30GN15M391356,"$2,700.00","$1,350.00",0%,"$1,350.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GS15K7069,REGULAR FIT PEAK LAPEL JACKET,GREY/WHITE,50,BM30GS15K706950,"$2,650.00","$1,325.00",20%,"$1,060.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GS15K7069,REGULAR FIT PEAK LAPEL JACKET,GREY/WHITE,52,BM30GS15K706952,"$2,650.00","$1,325.00",20%,"$1,060.00",1
US - OUTLET NY WOODBURY				,MEN RTW,JACKET,BM30GS15K7069,REGULAR FIT PEAK LAPEL JACKET,GREY/WHITE,56,BM30GS15K706956,"$2,650.00","$1,325.00",20%,"$1,060.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00D04Y1L004,GIVENCHY KNITTED BOMBER,BLACK/WHITE,XS,BM00D04Y1L004XS,"$1,595.00",$902.00,0%,$902.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00D04Y1L004,GIVENCHY KNITTED BOMBER,BLACK/WHITE,S,BM00D04Y1L004S,"$1,595.00",$902.00,0%,$902.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00D04Y1L004,GIVENCHY KNITTED BOMBER,BLACK/WHITE,M,BM00D04Y1L004M,"$1,595.00",$902.00,0%,$902.00,2
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00D04Y1L004,GIVENCHY KNITTED BOMBER,BLACK/WHITE,L,BM00D04Y1L004L,"$1,595.00",$902.00,0%,$902.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00D04Y1L004,GIVENCHY KNITTED BOMBER,BLACK/WHITE,XL,BM00D04Y1L004XL,"$1,595.00",$902.00,0%,$902.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00D04Y1L004,GIVENCHY KNITTED BOMBER,BLACK/WHITE,XXL,BM00D04Y1L004XXL,"$1,595.00",$902.00,0%,$902.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00K960TF001,MIX NEOPRENE AND LEATHER BLOUSON,BLACK,46,BM00K960TF00146,"$3,120.00","$1,685.00",0%,"$1,685.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00K960TF001,MIX NEOPRENE AND LEATHER BLOUSON,BLACK,48,BM00K960TF00148,"$3,120.00","$1,685.00",0%,"$1,685.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00K960TF001,MIX NEOPRENE AND LEATHER BLOUSON,BLACK,50,BM00K960TF00150,"$3,120.00","$1,685.00",0%,"$1,685.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,46,BM00QR611V00446,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,48,BM00QR611V00448,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,50,BM00QR611V00450,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,52,BM00QR611V00452,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,54,BM00QR611V00454,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,56,BM00QR611V00456,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00QR611V004,VARSITY WOOL & GRAINED LEATHER,BLACK/WHITE,58,BM00QR611V00458,"$3,320.00","$1,760.00",0%,"$1,760.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00R64Y82001,EMBROIDERED VARSITY JACKET,BLACK,XS,BM00R64Y82001XS,"$1,950.00","$1,030.00",0%,"$1,030.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00R64Y82001,EMBROIDERED VARSITY JACKET,BLACK,S,BM00R64Y82001S,"$1,950.00","$1,030.00",0%,"$1,030.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00R64Y82001,EMBROIDERED VARSITY JACKET,BLACK,M,BM00R64Y82001M,"$1,950.00","$1,030.00",0%,"$1,030.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00R64Y82001,EMBROIDERED VARSITY JACKET,BLACK,XL,BM00R64Y82001XL,"$1,950.00","$1,030.00",0%,"$1,030.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00XX6Y16001,HOOD VARSITY WOOL & GRAINED LEATHER,BLACK,46,BM00XX6Y1600146,"$3,850.00","$2,040.00",0%,"$2,040.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00XX6Y16001,HOOD VARSITY WOOL & GRAINED LEATHER,BLACK,48,BM00XX6Y1600148,"$3,850.00","$2,040.00",0%,"$2,040.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00XX6Y16001,HOOD VARSITY WOOL & GRAINED LEATHER,BLACK,50,BM00XX6Y1600150,"$3,850.00","$2,040.00",0%,"$2,040.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00XX6Y16001,HOOD VARSITY WOOL & GRAINED LEATHER,BLACK,52,BM00XX6Y1600152,"$3,850.00","$2,040.00",0%,"$2,040.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00XX6Y16001,HOOD VARSITY WOOL & GRAINED LEATHER,BLACK,54,BM00XX6Y1600154,"$3,850.00","$2,040.00",0%,"$2,040.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM00XX6Y16001,HOOD VARSITY WOOL & GRAINED LEATHER,BLACK,56,BM00XX6Y1600156,"$3,850.00","$2,040.00",0%,"$2,040.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011313YT001,WINDBREAKER,BLACK,46,BM011313YT00146,"$1,600.00",$820.00,0%,$820.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011313YT001,WINDBREAKER,BLACK,48,BM011313YT00148,"$1,600.00",$820.00,0%,$820.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011313YT001,WINDBREAKER,BLACK,50,BM011313YT00150,"$1,600.00",$820.00,0%,$820.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011313YT001,WINDBREAKER,BLACK,52,BM011313YT00152,"$1,600.00",$820.00,0%,$820.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011313YT001,WINDBREAKER,BLACK,54,BM011313YT00154,"$1,600.00",$820.00,0%,$820.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011313YT001,WINDBREAKER,BLACK,56,BM011313YT00156,"$1,600.00",$820.00,0%,$820.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S5YAW490,MIX MATERIAL VARSITY,BLUE/WHITE,48,BM011S5YAW49048,"$2,900.00","$1,450.00",0%,"$1,450.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S5YAW490,MIX MATERIAL VARSITY,BLUE/WHITE,50,BM011S5YAW49050,"$2,900.00","$1,450.00",0%,"$1,450.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S5YAW490,MIX MATERIAL VARSITY,BLUE/WHITE,52,BM011S5YAW49052,"$2,900.00","$1,450.00",0%,"$1,450.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S5YAW490,MIX MATERIAL VARSITY,BLUE/WHITE,54,BM011S5YAW49054,"$2,900.00","$1,450.00",0%,"$1,450.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16004,MIX MATERIAL VARSITY,BLACK/WHITE,46,BM011S6Y1600446,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16112,MIX MATERIAL VARSITY,WHITE/RED,52,BM011S6Y1611252,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16112,MIX MATERIAL VARSITY,WHITE/RED,54,BM011S6Y1611254,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16194,MIX MATERIAL VARSITY,WHITE/SKY BLUE,48,BM011S6Y1619448,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16194,MIX MATERIAL VARSITY,WHITE/SKY BLUE,50,BM011S6Y1619450,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16194,MIX MATERIAL VARSITY,WHITE/SKY BLUE,52,BM011S6Y1619452,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16194,MIX MATERIAL VARSITY,WHITE/SKY BLUE,54,BM011S6Y1619454,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16305,MIX MATERIAL VARSITY,KHAKI,54,BM011S6Y1630554,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16322,MIX MATERIAL VARSITY,BRIGHT GREEN,48,BM011S6Y1632248,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16322,MIX MATERIAL VARSITY,BRIGHT GREEN,50,BM011S6Y1632250,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16322,MIX MATERIAL VARSITY,BRIGHT GREEN,52,BM011S6Y1632252,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM011S6Y16322,MIX MATERIAL VARSITY,BRIGHT GREEN,54,BM011S6Y1632254,"$3,320.00","$1,700.00",0%,"$1,700.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM01226Y21050,LEATHER VARSITY,LIGHT GREY,48,BM01226Y2105048,"$7,890.00","$3,945.00",0%,"$3,945.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM01226Y21050,LEATHER VARSITY,LIGHT GREY,52,BM01226Y2105052,"$7,890.00","$3,945.00",0%,"$3,945.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM01226Y21050,LEATHER VARSITY,LIGHT GREY,56,BM01226Y2105056,"$7,890.00","$3,945.00",0%,"$3,945.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM01226Y2W306,LEATHER VARSITY,OLIVE GREEN,50,BM01226Y2W30650,"$7,550.00","$3,775.00",0%,"$3,775.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM01226Y2W306,LEATHER VARSITY,OLIVE GREEN,52,BM01226Y2W30652,"$7,550.00","$3,775.00",0%,"$3,775.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM012T14PU030,SHELL JACKET,MEDIUM GREY,56,BM012T14PU03056,"$2,990.00","$1,495.00",40%,$897.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM013761DX100,LEATHER VARSITY,WHITE,56,BM013761DX10056,"$3,890.00","$2,000.00",0%,"$2,000.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM013B5Y6S016,REVERSIBLE BOMBER DENIM,BLACK/KHAKI,48,BM013B5Y6S01648,"$3,690.00","$1,850.00",0%,"$1,850.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM013B5Y6S016,REVERSIBLE BOMBER DENIM,BLACK/KHAKI,50,BM013B5Y6S01650,"$3,690.00","$1,850.00",0%,"$1,850.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM01466Y2W004,SNAP VEST,BLACK/WHITE,50,BM01466Y2W00450,"$4,250.00","$2,125.00",0%,"$2,125.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014R151L001,DOUBLE FACE HOODIE,BLACK,48,BM014R151L00148,"$2,290.00","$1,145.00",0%,"$1,145.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014R151L001,DOUBLE FACE HOODIE,BLACK,50,BM014R151L00150,"$2,290.00","$1,145.00",0%,"$1,145.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014R151L001,DOUBLE FACE HOODIE,BLACK,52,BM014R151L00152,"$2,290.00","$1,145.00",0%,"$1,145.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014R151L001,DOUBLE FACE HOODIE,BLACK,54,BM014R151L00154,"$2,290.00","$1,145.00",0%,"$1,145.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014R151L001,DOUBLE FACE HOODIE,BLACK,56,BM014R151L00156,"$2,290.00","$1,145.00",0%,"$1,145.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014S151L021,DOUBLE FACE VEST,DARK GREY,46,BM014S151L02146,"$1,490.00",$745.00,0%,$745.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014S151L021,DOUBLE FACE VEST,DARK GREY,48,BM014S151L02148,"$1,490.00",$745.00,0%,$745.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014S151L021,DOUBLE FACE VEST,DARK GREY,50,BM014S151L02150,"$1,490.00",$745.00,0%,$745.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM014S151L021,DOUBLE FACE VEST,DARK GREY,56,BM014S151L02156,"$1,490.00",$745.00,0%,$745.00,1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM015115TJ401,CLASSIC JACKET,DARK BLUE,XS,BM015115TJ401XS,"$2,650.00","$1,325.00",0%,"$1,325.00",1
US - OUTLET NY WOODBURY				,MEN RTW,OUTERWEAR,BM015115TJ401,CLASSIC JACKET,DARK BLUE,S,BM015115TJ401S,"$2,650.00","$1,325.00",0%,"$1,325.00",1
